DisciplineIncidents_Chart_SeriesGroup_label,DisciplineIncidents_Chart_SeriesGroup_DisciplineIncidents_Chart_CategoryGroup_label,DisciplineIncidents_Chart_SeriesGroup_DisciplineIncidents_Chart_CategoryGroup_Value_Y,,,,,,,,,,,,,
HERZOG ELEM. (4900),2017,272,2,0.7,0 | 0.0,1 | 0.4,0 | 0.0,0 | 0.0,1 | 0.4,0 | 0.0,0 | 0.0,2 | 0.7,0 | 0.0,2 | 0.7,0 | 0.0
HODGEN ELEM. (4920),2013,257,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
HODGEN ELEM. (4920),2014,280,2,0.7,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.4,1 | 0.4,0 | 0.0,0 | 0.0,2 | 0.7,0 | 0.0,2 | 0.7,0 | 0.0
HODGEN ELEM. (4920),2015,269,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
HODGEN ELEM. (4920),2016,223,3,1.3,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.9,0 | 0.0,1 | 0.4,0 | 0.0,3 | 1.3,0 | 0.0,3 | 1.3,0 | 0.0
HODGEN ELEM. (4920),2017,203,1,0.5,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.5,0 | 0.0,0 | 0.0,1 | 0.5,0 | 0.0,1 | 0.5,0 | 0.0
HUMBOLDT ACAD OF HIGHER LRNING (4960),2013,280,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
HUMBOLDT ACAD OF HIGHER LRNING (4960),2014,298,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
HUMBOLDT ACAD OF HIGHER LRNING (4960),2015,315,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
HUMBOLDT ACAD OF HIGHER LRNING (4960),2016,262,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
HUMBOLDT ACAD OF HIGHER LRNING (4960),2017,215,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
ACAD OF ENVT SCI/MATH ELEM (4990),2013,786,5,0.6,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,5 | 0.6,0 | 0.0,5 | 0.6,0 | 0.0,5 | 0.6,0 | 0.0
ACAD OF ENVT SCI/MATH ELEM (4990),2014,505,2,0.4,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.2,0 | 0.0,1 | 0.2,0 | 0.0,2 | 0.4,0 | 0.0,2 | 0.4,0 | 0.0
ACAD OF ENVT SCI/MATH ELEM (4990),2015,328,9,2.7,0 | 0.0,0 | 0.0,0 | 0.0,3 | 0.9,1 | 0.3,5 | 1.5,0 | 0.0,9 | 2.7,0 | 0.0,9 | 2.7,0 | 0.0
ACAD OF ENVT SCI/MATH ELEM (4990),2016,261,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
ACAD OF ENVT SCI/MATH ELEM (4990),2017,238,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
JEFFERSON ELEM. (5020),2013,217,2,0.9,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.9,0 | 0.0,0 | 0.0,2 | 0.9,0 | 0.0,2 | 0.9,0 | 0.0
JEFFERSON ELEM. (5020),2014,214,2,0.9,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.9,0 | 0.0,2 | 0.9,0 | 0.0,2 | 0.9,0 | 0.0
JEFFERSON ELEM. (5020),2015,203,3,1.5,0 | 0.0,0 | 0.0,0 | 0.0,2 | 1.0,0 | 0.0,1 | 0.5,0 | 0.0,3 | 1.5,0 | 0.0,3 | 1.5,0 | 0.0
JEFFERSON ELEM. (5020),2016,187,3,1.6,0 | 0.0,0 | 0.0,0 | 0.0,2 | 1.1,1 | 0.5,0 | 0.0,0 | 0.0,3 | 1.6,0 | 0.0,3 | 1.6,0 | 0.0
JEFFERSON ELEM. (5020),2017,186,4,2.2,0 | 0.0,0 | 0.0,0 | 0.0,3 | 1.6,0 | 0.0,1 | 0.5,0 | 0.0,4 | 2.2,0 | 0.0,4 | 2.2,0 | 0.0
KENNARD/CLASSICAL JR. ACAD. (5030),2013,344,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
KENNARD/CLASSICAL JR. ACAD. (5030),2014,369,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
KENNARD/CLASSICAL JR. ACAD. (5030),2015,357,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
KENNARD/CLASSICAL JR. ACAD. (5030),2016,326,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
KENNARD/CLASSICAL JR. ACAD. (5030),2017,305,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
LACLEDE ELEM. (5060),2013,212,1,0.5,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.5,0 | 0.0,0 | 0.0,1 | 0.5,0 | 0.0,1 | 0.5,0 | 0.0
LACLEDE ELEM. (5060),2014,248,2,0.8,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.8,0 | 0.0,0 | 0.0,2 | 0.8,0 | 0.0,2 | 0.8,0 | 0.0
LACLEDE ELEM. (5060),2015,280,5,1.8,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.7,0 | 0.0,3 | 1.1,0 | 0.0,5 | 1.8,0 | 0.0,5 | 1.8,0 | 0.0
LACLEDE ELEM. (5060),2016,206,1,0.5,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.5,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.5,0 | 0.0,1 | 0.5,0 | 0.0
LACLEDE ELEM. (5060),2017,175,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
LEXINGTON ELEM. (5100),2013,256,1,0.4,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.4,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.4,0 | 0.0,1 | 0.4,0 | 0.0
LEXINGTON ELEM. (5100),2014,321,3,0.9,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,3 | 0.9,0 | 0.0,3 | 0.9,0 | 0.0,3 | 0.9,0 | 0.0
LEXINGTON ELEM. (5100),2015,339,4,1.2,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.6,2 | 0.6,0 | 0.0,4 | 1.2,0 | 0.0,4 | 1.2,0 | 0.0
LEXINGTON ELEM. (5100),2016,328,4,1.2,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.6,0 | 0.0,2 | 0.6,0 | 0.0,4 | 1.2,0 | 0.0,4 | 1.2,0 | 0.0
LEXINGTON ELEM. (5100),2017,337,3,0.9,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.6,1 | 0.3,0 | 0.0,0 | 0.0,3 | 0.9,0 | 0.0,3 | 0.9,0 | 0.0
LYON AT BLOW ELEM. (5180),2013,352,8,2.3,0 | 0.0,0 | 0.0,0 | 0.0,3 | 0.9,1 | 0.3,4 | 1.1,0 | 0.0,8 | 2.3,0 | 0.0,8 | 2.3,0 | 0.0
LYON AT BLOW ELEM. (5180),2014,389,8,2.1,0 | 0.0,2 | 0.5,0 | 0.0,6 | 1.5,0 | 0.0,0 | 0.0,0 | 0.0,8 | 2.1,0 | 0.0,8 | 2.1,0 | 0.0
LYON AT BLOW ELEM. (5180),2015,387,11,2.8,0 | 0.0,2 | 0.5,0 | 0.0,4 | 1.0,0 | 0.0,5 | 1.3,0 | 0.0,11 | 2.8,0 | 0.0,11 | 2.8,0 | 0.0
LYON AT BLOW ELEM. (5180),2016,380,1,0.3,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,0 | 0.0,1 | 0.3,0 | 0.0
LYON AT BLOW ELEM. (5180),2017,330,4,1.2,0 | 0.0,3 | 0.9,0 | 0.0,1 | 0.3,0 | 0.0,0 | 0.0,0 | 0.0,4 | 1.2,0 | 0.0,4 | 1.2,0 | 0.0
MALLINCKRODT A.B.I. ELEM. (5240),2013,253,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MALLINCKRODT A.B.I. ELEM. (5240),2014,250,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MALLINCKRODT A.B.I. ELEM. (5240),2015,241,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MALLINCKRODT A.B.I. ELEM. (5240),2016,255,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MALLINCKRODT A.B.I. ELEM. (5240),2017,255,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MANN ELEM. (5260),2013,222,5,2.3,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.5,0 | 0.0,4 | 1.8,0 | 0.0,5 | 2.3,0 | 0.0,3 | 1.4,2 | 0.9
MANN ELEM. (5260),2014,274,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MANN ELEM. (5260),2015,310,2,0.6,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.6,0 | 0.0,0 | 0.0,2 | 0.6,0 | 0.0,2 | 0.6,0 | 0.0
MANN ELEM. (5260),2016,242,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MANN ELEM. (5260),2017,254,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MASON ELEM. (5340),2013,387,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MASON ELEM. (5340),2014,393,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MASON ELEM. (5340),2015,414,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MASON ELEM. (5340),2016,402,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MASON ELEM. (5340),2017,354,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MERAMEC ELEM. (5500),2013,251,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MERAMEC ELEM. (5500),2014,230,1,0.4,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.4,1 | 0.4,0 | 0.0,0 | 0.0,1 | 0.4,0 | 0.0
MERAMEC ELEM. (5500),2015,232,5,2.2,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.4,0 | 0.0,4 | 1.7,0 | 0.0,5 | 2.2,0 | 0.0,5 | 2.2,0 | 0.0
MERAMEC ELEM. (5500),2016,197,5,2.5,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.5,1 | 0.5,3 | 1.5,0 | 0.0,5 | 2.5,0 | 0.0,5 | 2.5,0 | 0.0
MERAMEC ELEM. (5500),2017,208,2,1,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.5,1 | 0.5,0 | 0.0,0 | 0.0,2 | 1.0,0 | 0.0,2 | 1.0,0 | 0.0
ELIAS MICHAEL ELEM. (5520),2013,50,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
ELIAS MICHAEL ELEM. (5520),2014,58,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
ELIAS MICHAEL ELEM. (5520),2015,56,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
ELIAS MICHAEL ELEM. (5520),2016,55,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
ELIAS MICHAEL ELEM. (5520),2017,47,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MONROE ELEM. (5560),2013,311,2,0.6,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.6,0 | 0.0,0 | 0.0,2 | 0.6,0 | 0.0,2 | 0.6,0 | 0.0
MONROE ELEM. (5560),2014,310,3,1,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,3 | 1.0,0 | 0.0,0 | 0.0,3 | 1.0,0 | 0.0,3 | 1.0,0 | 0.0
MONROE ELEM. (5560),2015,311,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MONROE ELEM. (5560),2016,292,1,0.3,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,0 | 0.0,0 | 0.0,1 | 0.3,0 | 0.0,1 | 0.3,0 | 0.0
MONROE ELEM. (5560),2017,263,3,1.1,0 | 0.0,0 | 0.0,0 | 0.0,3 | 1.1,0 | 0.0,0 | 0.0,0 | 0.0,3 | 1.1,0 | 0.0,3 | 1.1,0 | 0.0
MULLANPHY BOTANICAL GARDENS (5590),2013,418,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MULLANPHY BOTANICAL GARDENS (5590),2014,403,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
MULLANPHY BOTANICAL GARDENS (5590),2015,379,3,0.8,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,1 | 0.3,1 | 0.3,0 | 0.0,3 | 0.8,0 | 0.0,3 | 0.8,0 | 0.0
MULLANPHY BOTANICAL GARDENS (5590),2016,377,8,2.1,0 | 0.0,0 | 0.0,0 | 0.0,4 | 1.1,3 | 0.8,1 | 0.3,0 | 0.0,8 | 2.1,0 | 0.0,8 | 2.1,0 | 0.0
MULLANPHY BOTANICAL GARDENS (5590),2017,363,7,1.9,0 | 0.0,0 | 0.0,0 | 0.0,7 | 1.9,0 | 0.0,0 | 0.0,0 | 0.0,7 | 1.9,0 | 0.0,7 | 1.9,0 | 0.0
OAK HILL ELEM. (5600),2013,362,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
OAK HILL ELEM. (5600),2014,324,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
OAK HILL ELEM. (5600),2015,314,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
OAK HILL ELEM. (5600),2016,268,4,1.5,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.4,2 | 0.7,1 | 0.4,0 | 0.0,4 | 1.5,0 | 0.0,4 | 1.5,0 | 0.0
OAK HILL ELEM. (5600),2017,234,4,1.7,0 | 0.0,0 | 0.0,0 | 0.0,3 | 1.3,1 | 0.4,0 | 0.0,0 | 0.0,4 | 1.7,0 | 0.0,4 | 1.7,0 | 0.0
"EARL NANCE, SR. ELEM. (5610)",2013,361,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
"EARL NANCE, SR. ELEM. (5610)",2014,383,8,2.1,0 | 0.0,0 | 0.0,0 | 0.0,3 | 0.8,1 | 0.3,4 | 1.0,0 | 0.0,8 | 2.1,0 | 0.0,8 | 2.1,0 | 0.0
"EARL NANCE, SR. ELEM. (5610)",2015,335,7,2.1,0 | 0.0,0 | 0.0,0 | 0.0,3 | 0.9,2 | 0.6,2 | 0.6,0 | 0.0,7 | 2.1,0 | 0.0,7 | 2.1,0 | 0.0
"EARL NANCE, SR. ELEM. (5610)",2016,293,9,3.1,0 | 0.0,0 | 0.0,0 | 0.0,4 | 1.4,2 | 0.7,3 | 1.0,0 | 0.0,9 | 3.1,0 | 0.0,9 | 3.1,0 | 0.0
"EARL NANCE, SR. ELEM. (5610)",2017,274,4,1.5,0 | 0.0,0 | 0.0,0 | 0.0,3 | 1.1,0 | 0.0,1 | 0.4,0 | 0.0,4 | 1.5,0 | 0.0,4 | 1.5,0 | 0.0
PEABODY ELEM. (5620),2013,293,1,0.3,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,0 | 0.0,1 | 0.3,0 | 0.0,1 | 0.3,0 | 0.0
PEABODY ELEM. (5620),2014,307,3,1,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.7,0 | 0.0,1 | 0.3,0 | 0.0,3 | 1.0,0 | 0.0,3 | 1.0,0 | 0.0
PEABODY ELEM. (5620),2015,226,10,4.4,0 | 0.0,0 | 0.0,0 | 0.0,7 | 3.1,0 | 0.0,3 | 1.3,0 | 0.0,10 | 4.4,0 | 0.0,10 | 4.4,0 | 0.0
PEABODY ELEM. (5620),2016,191,2,1,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.5,1 | 0.5,0 | 0.0,2 | 1.0,0 | 0.0,2 | 1.0,0 | 0.0
PEABODY ELEM. (5620),2017,166,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
SHAW VISUAL/PERF. ARTS CTR. (5780),2013,385,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
SHAW VISUAL/PERF. ARTS CTR. (5780),2014,372,1,0.3,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,0 | 0.0,0 | 0.0,1 | 0.3,0 | 0.0,1 | 0.3,0 | 0.0
SHAW VISUAL/PERF. ARTS CTR. (5780),2015,384,2,0.5,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.5,0 | 0.0,2 | 0.5,0 | 0.0,2 | 0.5,0 | 0.0
SHAW VISUAL/PERF. ARTS CTR. (5780),2016,377,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
SHAW VISUAL/PERF. ARTS CTR. (5780),2017,382,5,1.3,0 | 0.0,0 | 0.0,0 | 0.0,4 | 1.0,1 | 0.3,0 | 0.0,0 | 0.0,4 | 1.0,1 | 0.3,5 | 1.3,0 | 0.0
SHENANDOAH ELEM. (5800),2013,158,1,0.6,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.6,0 | 0.0,1 | 0.6,0 | 0.0,1 | 0.6,0 | 0.0
SHENANDOAH ELEM. (5800),2014,170,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
SHENANDOAH ELEM. (5800),2015,183,2,1.1,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.5,1 | 0.5,1 | 0.5,1 | 0.5,0 | 0.0,2 | 1.1,0 | 0.0
SHENANDOAH ELEM. (5800),2016,167,1,0.6,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.6,0 | 0.0,0 | 0.0,1 | 0.6,0 | 0.0,1 | 0.6,0 | 0.0
SHENANDOAH ELEM. (5800),2017,172,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
SHERMAN ELEM. COMM. ED. CTR. (5840),2013,157,2,1.3,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.6,0 | 0.0,1 | 0.6,0 | 0.0,2 | 1.3,0 | 0.0,2 | 1.3,0 | 0.0
SHERMAN ELEM. COMM. ED. CTR. (5840),2014,0,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
SHERMAN ELEM. COMM. ED. CTR. (5840),,,,,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0
SHERMAN ELEM. COMM. ED. CTR. (5840),,,,,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0
SHERMAN ELEM. COMM. ED. CTR. (5840),,,,,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0
SIGEL ELEM. COMM. ED. CTR. (5860),2013,250,1,0.4,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.4,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.4,0 | 0.0,1 | 0.4,0 | 0.0
SIGEL ELEM. COMM. ED. CTR. (5860),2014,277,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
SIGEL ELEM. COMM. ED. CTR. (5860),2015,259,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
SIGEL ELEM. COMM. ED. CTR. (5860),2016,236,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
SIGEL ELEM. COMM. ED. CTR. (5860),2017,239,2,0.8,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.8,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.8,0 | 0.0,2 | 0.8,0 | 0.0
STIX EARLY CHILDHOOD CTR. (5930),2013,350,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
STIX EARLY CHILDHOOD CTR. (5930),2014,342,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
STIX EARLY CHILDHOOD CTR. (5930),2015,330,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
STIX EARLY CHILDHOOD CTR. (5930),2016,327,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
STIX EARLY CHILDHOOD CTR. (5930),2017,300,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
WALBRIDGE ELEM. COMMUNITY ED. (5960),2013,228,5,2.2,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.9,2 | 0.9,1 | 0.4,0 | 0.0,5 | 2.2,0 | 0.0,5 | 2.2,0 | 0.0
WALBRIDGE ELEM. COMMUNITY ED. (5960),2014,227,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
